clip_name,tools_present,corrected_labels
clip_000199_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_000200_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_000201_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_000202_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_000203_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_000204_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_000205_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_000206_1,"[grasping retractor, bipolar forceps, nan, clip applier ]","['grasping retractor', 'bipolar forceps', 'nan', 'clip applier']"
clip_000207_1,"[grasping retractor, bipolar forceps, nan, clip applier ]","['grasping retractor', 'bipolar forceps', 'nan', 'clip applier']"
clip_000208_1,"[grasping retractor, bipolar forceps, nan, clip applier ]","['grasping retractor', 'bipolar forceps', 'nan', 'clip applier']"
clip_000209_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000210_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000211_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000212_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000213_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000214_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000215_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000216_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000217_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000218_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000219_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000220_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000221_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000222_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000223_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000224_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000225_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000226_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000227_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000228_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000229_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000230_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000231_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000232_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000233_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000234_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000235_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000236_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000237_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000238_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000239_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000240_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000241_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000242_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000243_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000244_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000245_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000246_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000247_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000248_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000249_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000250_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000251_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000252_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000253_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000254_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000255_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000256_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000257_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000258_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000259_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000260_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000261_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000262_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000263_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000264_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000265_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000266_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000267_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000268_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000269_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000270_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000271_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000272_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000273_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000274_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000275_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000276_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000277_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000278_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000279_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000280_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000281_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000282_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000283_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000284_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000285_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000286_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_000287_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000288_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000289_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_000290_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000291_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000292_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000293_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000294_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000295_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000296_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000297_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_000298_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
